"time_CF","host_CF","service_CF","message_CF","result_CF"
"May 27 02:34:18",linuxvm,"systemd[1]:","Stopped User Manager for UID 0.","Unknown or blank"
"May 27 02:34:18",linuxvm,"systemd[1]:","Stopping /run/user/0 mount wrapper...",Process
"May 27 02:34:18",linuxvm,"systemd[1]:","Removed slice User Slice of UID 0.","session refresh"
"May 27 02:34:18",linuxvm,"run-user-0.mount:","run-user-0.mount: Succeeded.","Unknown or blank"
"May 27 02:34:18",linuxvm,"run-user-0.mount:",,"Unknown or blank"
"May 27 02:34:18",linuxvm,"user-runtime-dir@0.service:","user-runtime-dir@0.service: Succeeded.","Unknown or blank"
"May 27 02:34:18",linuxvm,"systemd[1]:","Stopped /run/user/0 mount wrapper.",Process
"May 27 02:35:18",linuxvm,"systemd[1]:","Created slice User Slice of UID 0.","session refresh"
"May 27 02:35:18",linuxvm,"systemd[1]:","Started /run/user/0 mount wrapper.",Process
"May 27 02:35:18",linuxvm,"systemd[1]:","Starting User Manager for UID 0...","Unknown or blank"
"May 27 02:35:18",linuxvm,"systemd[1]:","Started Session c11526 of user root.",Access
"May 27 02:35:18",linuxvm,"systemd[1]:","Started Session c11527 of user root.",Access
"May 27 02:35:18",linuxvm,"systemd[524634]:",,"Unknown or blank"
"May 27 02:35:18",linuxvm,"systemd[524634]:",,"Unknown or blank"
"May 27 02:35:18",linuxvm,"systemd[524634]:",,"Unknown or blank"
"May 27 02:35:18",linuxvm,"systemd[524634]:",,"Unknown or blank"
"May 27 02:35:18",linuxvm,"systemd[524634]:",,"Unknown or blank"
"May 27 02:35:18",linuxvm,"systemd[524634]:",,"Unknown or blank"
"May 27 02:35:18",linuxvm,"systemd[524634]:",,"Unknown or blank"
"May 27 02:35:18",linuxvm,"systemd[524634]:",,"Unknown or blank"
"May 27 02:35:18",linuxvm,"systemd[1]:","Started User Manager for UID 0.","Unknown or blank"
"May 27 02:35:19",linuxvm,"session-c11526.scope:","session-c11526.scope: Succeeded.",Access
"May 27 02:35:19",linuxvm,"session-c11527.scope:","session-c11527.scope: Succeeded.",Access
"May 27 02:35:19",linuxvm,"systemd[1]:","Stopping User Manager for UID 0...","Unknown or blank"
"May 27 02:35:19",linuxvm,"systemd[524634]:",,"Unknown or blank"
"May 27 02:35:19",linuxvm,"systemd[524634]:",,"Unknown or blank"
"May 27 02:35:19",linuxvm,"systemd[524634]:",,"Unknown or blank"
"May 27 02:35:19",linuxvm,"systemd[524634]:",,"Unknown or blank"
"May 27 02:35:19",linuxvm,"dbus.socket:",,"Unknown or blank"
"May 27 02:35:19",linuxvm,"systemd[524634]:",,"Unknown or blank"
"May 27 02:35:19",linuxvm,"systemd[524634]:",,"Unknown or blank"
"May 27 02:35:19",linuxvm,"systemd[524634]:",,"Unknown or blank"
"May 27 02:35:19",linuxvm,"systemd[524634]:",,"Unknown or blank"
"May 27 02:35:19",linuxvm,"user@0.service:","user@0.service: Succeeded.","Unknown or blank"
"May 27 02:35:19",linuxvm,"systemd[1]:","Stopped User Manager for UID 0.","Unknown or blank"
"May 27 02:35:19",linuxvm,"systemd[1]:","Stopping /run/user/0 mount wrapper...",Process
"May 27 02:35:19",linuxvm,"systemd[1]:","Removed slice User Slice of UID 0.","session refresh"
"May 27 02:35:19",linuxvm,"run-user-0.mount:","run-user-0.mount: Succeeded.","Unknown or blank"
"May 27 02:35:19",linuxvm,"run-user-0.mount:",,"Unknown or blank"
"May 27 02:35:19",linuxvm,"user-runtime-dir@0.service:","user-runtime-dir@0.service: Succeeded.","Unknown or blank"
"May 27 02:35:19",linuxvm,"systemd[1]:","Stopped /run/user/0 mount wrapper.",Process
"May 27 02:36:01",linuxvm,"systemd[1]:","Started Session 6267 of user omsagent.",Access
"May 27 02:36:12",linuxvm,"session-6267.scope:","session-6267.scope: Succeeded.",Access
"May 27 02:36:18",linuxvm,"systemd[1]:","Started /run/user/0 mount wrapper.",Process
"May 27 02:36:18",linuxvm,"systemd[1]:","Created slice User Slice of UID 0.","session refresh"
"May 27 02:36:18",linuxvm,"systemd[1]:","Starting User Manager for UID 0...","Unknown or blank"
"May 27 02:36:18",linuxvm,"systemd[1]:","Started Session c11528 of user root.",Access
"May 27 02:36:18",linuxvm,"systemd[524899]:",,"Unknown or blank"
"May 27 02:36:18",linuxvm,"systemd[524899]:",,"Unknown or blank"
"May 27 02:36:18",linuxvm,"systemd[524899]:",,"Unknown or blank"
"May 27 02:36:18",linuxvm,"systemd[524899]:",,"Unknown or blank"
"May 27 02:36:18",linuxvm,"systemd[524899]:",,"Unknown or blank"
"May 27 02:36:18",linuxvm,"systemd[524899]:",,"Unknown or blank"
"May 27 02:36:18",linuxvm,"systemd[524899]:",,"Unknown or blank"
"May 27 02:36:18",linuxvm,"systemd[524899]:",,"Unknown or blank"
"May 27 02:36:18",linuxvm,"systemd[1]:","Started User Manager for UID 0.","Unknown or blank"
"May 27 02:36:18",linuxvm,"session-c11528.scope:","session-c11528.scope: Succeeded.",Access
"May 27 02:36:18",linuxvm,"systemd[1]:","Stopping User Manager for UID 0...","Unknown or blank"
"May 27 02:36:18",linuxvm,"systemd[524899]:",,"Unknown or blank"
"May 27 02:36:18",linuxvm,"systemd[524899]:",,"Unknown or blank"
"May 27 02:36:18",linuxvm,"systemd[524899]:",,"Unknown or blank"
"May 27 02:36:18",linuxvm,"systemd[524899]:",,"Unknown or blank"
"May 27 02:36:18",linuxvm,"dbus.socket:",,"Unknown or blank"
"May 27 02:36:18",linuxvm,"systemd[524899]:",,"Unknown or blank"
"May 27 02:36:18",linuxvm,"systemd[524899]:",,"Unknown or blank"
"May 27 02:36:18",linuxvm,"systemd[524899]:",,"Unknown or blank"
"May 27 02:36:18",linuxvm,"systemd[524899]:",,"Unknown or blank"
"May 27 02:36:18",linuxvm,"user@0.service:","user@0.service: Succeeded.","Unknown or blank"
"May 27 02:36:18",linuxvm,"systemd[1]:","Stopped User Manager for UID 0.","Unknown or blank"
"May 27 02:36:18",linuxvm,"systemd[1]:","Stopping /run/user/0 mount wrapper...",Process
"May 27 02:36:18",linuxvm,"systemd[1]:","Removed slice User Slice of UID 0.","session refresh"
"May 27 02:36:18",linuxvm,"run-user-0.mount:",,"Unknown or blank"
"May 27 02:36:18",linuxvm,"run-user-0.mount:","run-user-0.mount: Succeeded.","Unknown or blank"
"May 27 02:36:18",linuxvm,"user-runtime-dir@0.service:","user-runtime-dir@0.service: Succeeded.","Unknown or blank"
"May 27 02:36:18",linuxvm,"systemd[1]:","Stopped /run/user/0 mount wrapper.",Process
"May 27 02:36:19",linuxvm,"systemd[1]:","Started /run/user/0 mount wrapper.",Process
"May 27 02:36:19",linuxvm,"systemd[1]:","Created slice User Slice of UID 0.","session refresh"
"May 27 02:36:19",linuxvm,"systemd[1]:","Starting User Manager for UID 0...","Unknown or blank"
"May 27 02:36:19",linuxvm,"systemd[1]:","Started Session c11529 of user root.",Access
"May 27 02:36:19",linuxvm,"systemd[1]:","Started Session c11530 of user root.",Access
"May 27 02:36:19",linuxvm,"systemd[524962]:",,"Unknown or blank"
"May 27 02:36:19",linuxvm,"systemd[524962]:",,"Unknown or blank"
"May 27 02:36:19",linuxvm,"systemd[524962]:",,"Unknown or blank"
"May 27 02:36:19",linuxvm,"systemd[524962]:",,"Unknown or blank"
"May 27 02:36:19",linuxvm,"systemd[524962]:",,"Unknown or blank"
"May 27 02:36:19",linuxvm,"systemd[524962]:",,"Unknown or blank"
"May 27 02:36:19",linuxvm,"systemd[524962]:",,"Unknown or blank"
"May 27 02:36:19",linuxvm,"systemd[524962]:",,"Unknown or blank"
"May 27 02:36:19",linuxvm,"systemd[1]:","Started User Manager for UID 0.","Unknown or blank"
"May 27 02:36:19",linuxvm,"session-c11529.scope:","session-c11529.scope: Succeeded.",Access
"May 27 02:36:19",linuxvm,"session-c11530.scope:","session-c11530.scope: Succeeded.",Access
"May 27 02:36:19",linuxvm,"systemd[1]:","Stopping User Manager for UID 0...","Unknown or blank"
"May 27 02:36:19",linuxvm,"systemd[524962]:",,"Unknown or blank"
"May 27 02:36:19",linuxvm,"systemd[524962]:",,"Unknown or blank"
"May 27 02:36:19",linuxvm,"systemd[524962]:",,"Unknown or blank"
"May 27 02:36:19",linuxvm,"systemd[524962]:",,"Unknown or blank"
"May 27 02:36:19",linuxvm,"systemd[524962]:",,"Unknown or blank"
"May 27 02:36:19",linuxvm,"dbus.socket:",,"Unknown or blank"
"May 27 02:36:19",linuxvm,"systemd[524962]:",,"Unknown or blank"
"May 27 02:36:19",linuxvm,"systemd[524962]:",,"Unknown or blank"
"May 27 02:36:19",linuxvm,"systemd[524962]:",,"Unknown or blank"
"May 27 02:36:19",linuxvm,"user@0.service:","user@0.service: Succeeded.","Unknown or blank"
"May 27 02:36:19",linuxvm,"systemd[1]:","Stopped User Manager for UID 0.","Unknown or blank"
"May 27 02:36:19",linuxvm,"systemd[1]:","Stopping /run/user/0 mount wrapper...",Process
"May 27 02:36:19",linuxvm,"systemd[1]:","Removed slice User Slice of UID 0.","session refresh"
"May 27 02:36:19",linuxvm,"run-user-0.mount:",,"Unknown or blank"
"May 27 02:36:19",linuxvm,"run-user-0.mount:","run-user-0.mount: Succeeded.","Unknown or blank"
"May 27 02:36:19",linuxvm,"user-runtime-dir@0.service:","user-runtime-dir@0.service: Succeeded.","Unknown or blank"
"May 27 02:36:19",linuxvm,"systemd[1]:","Stopped /run/user/0 mount wrapper.",Process
"May 27 02:37:19",linuxvm,"systemd[1]:","Created slice User Slice of UID 0.","session refresh"
"May 27 02:37:19",linuxvm,"systemd[1]:","Started /run/user/0 mount wrapper.",Process
"May 27 02:37:19",linuxvm,"systemd[1]:","Starting User Manager for UID 0...","Unknown or blank"
"May 27 02:37:19",linuxvm,"systemd[1]:","Started Session c11531 of user root.",Access
"May 27 02:37:19",linuxvm,"systemd[1]:","Started Session c11532 of user root.",Access
"May 27 02:37:19",linuxvm,"systemd[525044]:",,"Unknown or blank"
"May 27 02:37:19",linuxvm,"systemd[525044]:",,"Unknown or blank"
"May 27 02:37:19",linuxvm,"systemd[525044]:",,"Unknown or blank"
"May 27 02:37:19",linuxvm,"systemd[525044]:",,"Unknown or blank"
"May 27 02:37:19",linuxvm,"systemd[525044]:",,"Unknown or blank"
"May 27 02:37:19",linuxvm,"systemd[525044]:",,"Unknown or blank"
"May 27 02:37:19",linuxvm,"systemd[525044]:",,"Unknown or blank"
"May 27 02:37:19",linuxvm,"systemd[525044]:",,"Unknown or blank"
"May 27 02:37:19",linuxvm,"systemd[1]:","Started User Manager for UID 0.","Unknown or blank"
"May 27 02:37:19",linuxvm,"session-c11531.scope:","session-c11531.scope: Succeeded.",Access
"May 27 02:37:19",linuxvm,"session-c11532.scope:","session-c11532.scope: Succeeded.",Access
"May 27 02:37:19",linuxvm,"systemd[1]:","Stopping User Manager for UID 0...","Unknown or blank"
"May 27 02:37:19",linuxvm,"systemd[525044]:",,"Unknown or blank"
"May 27 02:37:19",linuxvm,"systemd[525044]:",,"Unknown or blank"
"May 27 02:37:19",linuxvm,"systemd[525044]:",,"Unknown or blank"
"May 27 02:37:19",linuxvm,"systemd[525044]:",,"Unknown or blank"
"May 27 02:37:19",linuxvm,"systemd[525044]:",,"Unknown or blank"
"May 27 02:37:19",linuxvm,"dbus.socket:",,"Unknown or blank"
"May 27 02:37:19",linuxvm,"systemd[525044]:",,"Unknown or blank"
"May 27 02:37:19",linuxvm,"systemd[525044]:",,"Unknown or blank"
"May 27 02:37:19",linuxvm,"systemd[525044]:",,"Unknown or blank"
"May 27 02:37:19",linuxvm,"user@0.service:","user@0.service: Succeeded.","Unknown or blank"
"May 27 02:37:19",linuxvm,"systemd[1]:","Stopped User Manager for UID 0.","Unknown or blank"
"May 27 02:37:19",linuxvm,"systemd[1]:","Stopping /run/user/0 mount wrapper...",Process
"May 27 02:37:19",linuxvm,"systemd[1]:","Removed slice User Slice of UID 0.","session refresh"
"May 27 02:37:19",linuxvm,"run-user-0.mount:",,"Unknown or blank"
"May 27 02:37:19",linuxvm,"run-user-0.mount:","run-user-0.mount: Succeeded.","Unknown or blank"
"May 27 02:37:19",linuxvm,"user-runtime-dir@0.service:","user-runtime-dir@0.service: Succeeded.","Unknown or blank"
"May 27 02:37:19",linuxvm,"systemd[1]:","Stopped /run/user/0 mount wrapper.",Process
"May 27 02:38:19",linuxvm,"systemd[1]:","Started /run/user/0 mount wrapper.",Process
"May 27 02:38:19",linuxvm,"systemd[1]:","Created slice User Slice of UID 0.","session refresh"
"May 27 02:38:19",linuxvm,"systemd[1]:","Starting User Manager for UID 0...","Unknown or blank"
"May 27 02:38:19",linuxvm,"systemd[1]:","Started Session c11534 of user root.",Access
"May 27 02:38:19",linuxvm,"systemd[1]:","Started Session c11533 of user root.",Access
"May 27 02:38:19",linuxvm,"systemd[525113]:",,"Unknown or blank"
"May 27 02:38:19",linuxvm,"systemd[525113]:",,"Unknown or blank"
"May 27 02:38:19",linuxvm,"systemd[525113]:",,"Unknown or blank"
"May 27 02:38:19",linuxvm,"systemd[525113]:",,"Unknown or blank"
"May 27 02:38:19",linuxvm,"systemd[525113]:",,"Unknown or blank"
"May 27 02:38:19",linuxvm,"systemd[525113]:",,"Unknown or blank"
"May 27 02:38:19",linuxvm,"systemd[525113]:",,"Unknown or blank"
"May 27 02:38:19",linuxvm,"systemd[525113]:",,"Unknown or blank"
"May 27 02:38:19",linuxvm,"systemd[1]:","Started User Manager for UID 0.","Unknown or blank"
"May 27 02:38:19",linuxvm,"session-c11534.scope:","session-c11534.scope: Succeeded.",Access
"May 27 02:38:19",linuxvm,"session-c11533.scope:","session-c11533.scope: Succeeded.",Access
"May 27 02:38:19",linuxvm,"systemd[1]:","Stopping User Manager for UID 0...","Unknown or blank"
"May 27 02:38:19",linuxvm,"systemd[525113]:",,"Unknown or blank"
"May 27 02:38:19",linuxvm,"systemd[525113]:",,"Unknown or blank"
"May 27 02:38:19",linuxvm,"systemd[525113]:",,"Unknown or blank"
"May 27 02:38:19",linuxvm,"systemd[525113]:",,"Unknown or blank"
"May 27 02:38:19",linuxvm,"dbus.socket:",,"Unknown or blank"
"May 27 02:38:19",linuxvm,"systemd[525113]:",,"Unknown or blank"
"May 27 02:38:19",linuxvm,"systemd[525113]:",,"Unknown or blank"
"May 27 02:38:19",linuxvm,"systemd[525113]:",,"Unknown or blank"
"May 27 02:38:19",linuxvm,"systemd[525113]:",,"Unknown or blank"
"May 27 02:38:19",linuxvm,"user@0.service:","user@0.service: Succeeded.","Unknown or blank"
"May 27 02:38:19",linuxvm,"systemd[1]:","Stopped User Manager for UID 0.","Unknown or blank"
"May 27 02:38:19",linuxvm,"systemd[1]:","Stopping /run/user/0 mount wrapper...",Process
"May 27 02:38:19",linuxvm,"systemd[1]:","Removed slice User Slice of UID 0.","session refresh"
"May 27 02:38:19",linuxvm,"run-user-0.mount:","run-user-0.mount: Succeeded.","Unknown or blank"
"May 27 02:38:19",linuxvm,"run-user-0.mount:",,"Unknown or blank"
"May 27 02:38:19",linuxvm,"user-runtime-dir@0.service:","user-runtime-dir@0.service: Succeeded.","Unknown or blank"
"May 27 02:38:19",linuxvm,"systemd[1]:","Stopped /run/user/0 mount wrapper.",Process
"May 27 02:39:19",linuxvm,"systemd[1]:","Started /run/user/0 mount wrapper.",Process
"May 27 02:39:19",linuxvm,"systemd[1]:","Created slice User Slice of UID 0.","session refresh"
"May 27 02:39:19",linuxvm,"systemd[1]:","Starting User Manager for UID 0...","Unknown or blank"
"May 27 02:39:19",linuxvm,"systemd[1]:","Started Session c11535 of user root.",Access
"May 27 02:39:19",linuxvm,"systemd[1]:","Started Session c11536 of user root.",Access
"May 27 02:39:19",linuxvm,"systemd[525191]:","Reached target Timers.","Unknown or blank"
"May 27 02:39:19",linuxvm,"systemd[525191]:","Reached target Paths.","Unknown or blank"
"May 27 02:39:19",linuxvm,"systemd[525191]:","Starting D-Bus User Message Bus Socket.","Unknown or blank"
"May 27 02:39:19",linuxvm,"systemd[525191]:","Listening on D-Bus User Message Bus Socket.","Unknown or blank"
"May 27 02:39:19",linuxvm,"systemd[525191]:","Reached target Sockets.","Unknown or blank"
"May 27 02:39:19",linuxvm,"systemd[525191]:","Reached target Basic System.","Unknown or blank"
"May 27 02:39:19",linuxvm,"systemd[525191]:","Reached target Default.","Unknown or blank"
"May 27 02:39:19",linuxvm,"systemd[525191]:","Startup finished in 31ms.","Unknown or blank"
"May 27 02:39:19",linuxvm,"systemd[1]:","Started User Manager for UID 0.","Unknown or blank"
"May 27 02:39:19",linuxvm,"session-c11535.scope:","session-c11535.scope: Succeeded.",Access
"May 27 02:39:19",linuxvm,"session-c11536.scope:","session-c11536.scope: Succeeded.",Access
"May 27 02:39:19",linuxvm,"systemd[1]:","Stopping User Manager for UID 0...","Unknown or blank"
"May 27 02:39:19",linuxvm,"systemd[525191]:","Stopped target Default.","Unknown or blank"
"May 27 02:39:19",linuxvm,"systemd[525191]:","Stopped target Basic System.","Unknown or blank"
"May 27 02:39:19",linuxvm,"systemd[525191]:","Stopped target Paths.","Unknown or blank"
"May 27 02:39:19",linuxvm,"systemd[525191]:","Stopped target Timers.","Unknown or blank"
"May 27 02:39:19",linuxvm,"systemd[525191]:","Stopped target Sockets.","Unknown or blank"
"May 27 02:39:19",linuxvm,"dbus.socket:","dbus.socket: Succeeded.","Unknown or blank"
"May 27 02:39:19",linuxvm,"systemd[525191]:","Closed D-Bus User Message Bus Socket.","Unknown or blank"
"May 27 02:39:19",linuxvm,"systemd[525191]:","Reached target Shutdown.","Unknown or blank"
"May 27 02:39:19",linuxvm,"systemd[525191]:","Starting Exit the Session...",Access
"May 27 02:39:19",linuxvm,"user@0.service:","user@0.service: Succeeded.","Unknown or blank"
"May 27 02:39:19",linuxvm,"systemd[1]:","Stopped User Manager for UID 0.","Unknown or blank"
"May 27 02:39:19",linuxvm,"systemd[1]:","Stopping /run/user/0 mount wrapper...",Process
"May 27 02:39:19",linuxvm,"systemd[1]:","Removed slice User Slice of UID 0.","session refresh"
"May 27 02:39:19",linuxvm,"run-user-0.mount:",,"Unknown or blank"
"May 27 02:39:19",linuxvm,"run-user-0.mount:","run-user-0.mount: Succeeded.","Unknown or blank"
"May 27 02:39:19",linuxvm,"user-runtime-dir@0.service:","user-runtime-dir@0.service: Succeeded.","Unknown or blank"
"May 27 02:39:19",linuxvm,"systemd[1]:","Stopped /run/user/0 mount wrapper.",Process
"May 27 02:39:40",linuxvm,"systemd[1]:","Starting Cleanup of Temporary Directories...","Unknown or blank"
"May 27 02:39:40",linuxvm,"systemd-tmpfiles-clean.service:","systemd-tmpfiles-clean.service: Succeeded.","Unknown or blank"
"May 27 02:39:40",linuxvm,"systemd[1]:","Started Cleanup of Temporary Directories.","Unknown or blank"
"May 27 02:39:44",linuxvm,"0;AutoUpdate:",,"Unknown or blank"
"May 27 02:40:19",linuxvm,"systemd[1]:","Started /run/user/0 mount wrapper.",Process
"May 27 02:40:19",linuxvm,"systemd[1]:","Created slice User Slice of UID 0.","session refresh"
"May 27 02:40:19",linuxvm,"systemd[1]:","Starting User Manager for UID 0...","Unknown or blank"
"May 27 02:40:19",linuxvm,"systemd[1]:","Started Session c11537 of user root.",Access
"May 27 02:40:19",linuxvm,"systemd[1]:","Started Session c11538 of user root.",Access
"May 27 02:40:19",linuxvm,"systemd[525276]:",,"Unknown or blank"
"May 27 02:40:19",linuxvm,"systemd[525276]:",,"Unknown or blank"
"May 27 02:40:19",linuxvm,"systemd[525276]:",,"Unknown or blank"
"May 27 02:40:19",linuxvm,"systemd[525276]:",,"Unknown or blank"
"May 27 02:40:19",linuxvm,"systemd[525276]:",,"Unknown or blank"
"May 27 02:40:19",linuxvm,"systemd[525276]:",,"Unknown or blank"
"May 27 02:40:19",linuxvm,"systemd[525276]:",,"Unknown or blank"
"May 27 02:40:19",linuxvm,"systemd[525276]:",,"Unknown or blank"
"May 27 02:40:19",linuxvm,"systemd[1]:","Started User Manager for UID 0.","Unknown or blank"
"May 27 02:40:19",linuxvm,"session-c11537.scope:","session-c11537.scope: Succeeded.",Access
"May 27 02:40:19",linuxvm,"session-c11538.scope:","session-c11538.scope: Succeeded.",Access
"May 27 02:40:19",linuxvm,"systemd[1]:","Stopping User Manager for UID 0...","Unknown or blank"
"May 27 02:40:19",linuxvm,"systemd[525276]:",,"Unknown or blank"
"May 27 02:40:19",linuxvm,"systemd[525276]:",,"Unknown or blank"
"May 27 02:40:19",linuxvm,"systemd[525276]:",,"Unknown or blank"
"May 27 02:40:19",linuxvm,"dbus.socket:",,"Unknown or blank"
"May 27 02:40:19",linuxvm,"systemd[525276]:",,"Unknown or blank"
"May 27 02:40:19",linuxvm,"systemd[525276]:",,"Unknown or blank"
"May 27 02:40:19",linuxvm,"systemd[525276]:",,"Unknown or blank"
"May 27 02:40:19",linuxvm,"systemd[525276]:",,"Unknown or blank"
"May 27 02:40:19",linuxvm,"systemd[525276]:",,"Unknown or blank"
"May 27 02:40:19",linuxvm,"user@0.service:","user@0.service: Succeeded.","Unknown or blank"
"May 27 02:40:19",linuxvm,"systemd[1]:","Stopped User Manager for UID 0.","Unknown or blank"
"May 27 02:40:19",linuxvm,"systemd[1]:","Stopping /run/user/0 mount wrapper...",Process
"May 27 02:40:19",linuxvm,"systemd[1]:","Removed slice User Slice of UID 0.","session refresh"
"May 27 02:40:19",linuxvm,"run-user-0.mount:",,"Unknown or blank"
"May 27 02:40:19",linuxvm,"run-user-0.mount:","run-user-0.mount: Succeeded.","Unknown or blank"
"May 27 02:40:19",linuxvm,"user-runtime-dir@0.service:","user-runtime-dir@0.service: Succeeded.","Unknown or blank"
"May 27 02:40:19",linuxvm,"systemd[1]:","Stopped /run/user/0 mount wrapper.",Process
"May 27 02:41:19",linuxvm,"systemd[1]:","Created slice User Slice of UID 0.","session refresh"
"May 27 02:41:19",linuxvm,"systemd[1]:","Started /run/user/0 mount wrapper.",Process
"May 27 02:41:19",linuxvm,"systemd[1]:","Starting User Manager for UID 0...","Unknown or blank"
"May 27 02:41:19",linuxvm,"systemd[1]:","Started Session c11539 of user root.",Access
"May 27 02:41:19",linuxvm,"systemd[1]:","Started Session c11540 of user root.",Access
"May 27 02:41:19",linuxvm,"systemd[525355]:",,"Unknown or blank"
"May 27 02:41:19",linuxvm,"systemd[525355]:",,"Unknown or blank"
"May 27 02:41:19",linuxvm,"systemd[525355]:",,"Unknown or blank"
"May 27 02:41:19",linuxvm,"systemd[525355]:",,"Unknown or blank"
"May 27 02:41:19",linuxvm,"systemd[525355]:",,"Unknown or blank"
"May 27 02:41:19",linuxvm,"systemd[525355]:",,"Unknown or blank"
"May 27 02:41:19",linuxvm,"systemd[525355]:",,"Unknown or blank"
"May 27 02:41:19",linuxvm,"systemd[525355]:",,"Unknown or blank"
"May 27 02:41:19",linuxvm,"systemd[1]:","Started User Manager for UID 0.","Unknown or blank"
"May 27 02:41:19",linuxvm,"session-c11540.scope:","session-c11540.scope: Succeeded.",Access
"May 27 02:41:19",linuxvm,"session-c11539.scope:","session-c11539.scope: Succeeded.",Access
"May 27 02:41:19",linuxvm,"systemd[1]:","Stopping User Manager for UID 0...","Unknown or blank"
"May 27 02:41:19",linuxvm,"systemd[525355]:",,"Unknown or blank"
"May 27 02:41:19",linuxvm,"systemd[525355]:",,"Unknown or blank"
"May 27 02:41:19",linuxvm,"systemd[525355]:",,"Unknown or blank"
"May 27 02:41:19",linuxvm,"systemd[525355]:",,"Unknown or blank"
"May 27 02:41:19",linuxvm,"dbus.socket:",,"Unknown or blank"
"May 27 02:41:19",linuxvm,"systemd[525355]:",,"Unknown or blank"
"May 27 02:41:19",linuxvm,"systemd[525355]:",,"Unknown or blank"
"May 27 02:41:19",linuxvm,"systemd[525355]:",,"Unknown or blank"
"May 27 02:41:19",linuxvm,"systemd[525355]:",,"Unknown or blank"
"May 27 02:41:19",linuxvm,"user@0.service:","user@0.service: Succeeded.","Unknown or blank"
"May 27 02:41:19",linuxvm,"systemd[1]:","Stopped User Manager for UID 0.","Unknown or blank"
"May 27 02:41:19",linuxvm,"systemd[1]:","Stopping /run/user/0 mount wrapper...",Process
"May 27 02:41:19",linuxvm,"systemd[1]:","Removed slice User Slice of UID 0.","session refresh"
"May 27 02:41:19",linuxvm,"run-user-0.mount:","run-user-0.mount: Succeeded.","Unknown or blank"
"May 27 02:41:19",linuxvm,"run-user-0.mount:",,"Unknown or blank"
"May 27 02:41:19",linuxvm,"user-runtime-dir@0.service:","user-runtime-dir@0.service: Succeeded.","Unknown or blank"
"May 27 02:41:19",linuxvm,"systemd[1]:","Stopped /run/user/0 mount wrapper.",Process
"May 27 02:42:19",linuxvm,"systemd[1]:","Started /run/user/0 mount wrapper.",Process
"May 27 02:42:19",linuxvm,"systemd[1]:","Created slice User Slice of UID 0.","session refresh"
"May 27 02:42:19",linuxvm,"systemd[1]:","Starting User Manager for UID 0...","Unknown or blank"
"May 27 02:42:19",linuxvm,"systemd[1]:","Started Session c11541 of user root.",Access
"May 27 02:42:19",linuxvm,"systemd[1]:","Started Session c11542 of user root.",Access
"May 27 02:42:19",linuxvm,"systemd[525424]:",,"Unknown or blank"
"May 27 02:42:19",linuxvm,"systemd[525424]:",,"Unknown or blank"
"May 27 02:42:19",linuxvm,"systemd[525424]:",,"Unknown or blank"
"May 27 02:42:19",linuxvm,"systemd[525424]:",,"Unknown or blank"
"May 27 02:42:19",linuxvm,"systemd[525424]:",,"Unknown or blank"
"May 27 02:42:19",linuxvm,"systemd[525424]:",,"Unknown or blank"
"May 27 02:42:19",linuxvm,"systemd[525424]:",,"Unknown or blank"
"May 27 02:42:19",linuxvm,"systemd[525424]:",,"Unknown or blank"
"May 27 02:42:19",linuxvm,"systemd[1]:","Started User Manager for UID 0.","Unknown or blank"
"May 27 02:42:19",linuxvm,"session-c11541.scope:","session-c11541.scope: Succeeded.",Access
"May 27 02:42:19",linuxvm,"session-c11542.scope:","session-c11542.scope: Succeeded.",Access
"May 27 02:42:19",linuxvm,"systemd[1]:","Stopping User Manager for UID 0...","Unknown or blank"
"May 27 02:42:19",linuxvm,"systemd[525424]:",,"Unknown or blank"
"May 27 02:42:19",linuxvm,"systemd[525424]:",,"Unknown or blank"
"May 27 02:42:19",linuxvm,"systemd[525424]:",,"Unknown or blank"
"May 27 02:42:19",linuxvm,"systemd[525424]:",,"Unknown or blank"
"May 27 02:42:19",linuxvm,"dbus.socket:",,"Unknown or blank"
"May 27 02:42:19",linuxvm,"systemd[525424]:",,"Unknown or blank"
"May 27 02:42:19",linuxvm,"systemd[525424]:",,"Unknown or blank"
"May 27 02:42:19",linuxvm,"systemd[525424]:",,"Unknown or blank"
"May 27 02:42:19",linuxvm,"systemd[525424]:",,"Unknown or blank"
"May 27 02:42:20",linuxvm,"user@0.service:","user@0.service: Succeeded.","Unknown or blank"
"May 27 02:42:20",linuxvm,"systemd[1]:","Stopped User Manager for UID 0.","Unknown or blank"
"May 27 02:42:20",linuxvm,"systemd[1]:","Stopping /run/user/0 mount wrapper...",Process
"May 27 02:42:20",linuxvm,"systemd[1]:","Removed slice User Slice of UID 0.","session refresh"
"May 27 02:42:20",linuxvm,"run-user-0.mount:",,"Unknown or blank"
"May 27 02:42:20",linuxvm,"run-user-0.mount:","run-user-0.mount: Succeeded.","Unknown or blank"
"May 27 02:42:20",linuxvm,"user-runtime-dir@0.service:","user-runtime-dir@0.service: Succeeded.","Unknown or blank"
"May 27 02:42:20",linuxvm,"systemd[1]:","Stopped /run/user/0 mount wrapper.",Process
"May 27 02:43:20",linuxvm,"systemd[1]:","Started /run/user/0 mount wrapper.",Process
"May 27 02:43:20",linuxvm,"systemd[1]:","Created slice User Slice of UID 0.","session refresh"
